7zip	23.01+dfsg-11ubuntu0.1~esm1
tesseract-ocr	5.3.4-1build5
tesseract-ocr-eng	1:4.1.0-2
tesseract-ocr-osd	1:4.1.0-2
thermald	2.5.6-2ubuntu0.24.04.2
thin-provisioning-tools	0.9.0-2ubuntu5.1
thunar	4.18.8-1build3
thunar-archive-plugin:amd64	0.5.2-1build2
thunar-data	4.18.8-1build3
thunar-volman	4.18.0-1build2
time	1.9-0.2build1
timgm6mb-soundfont	1.3-5
tlp	1.6.1-1ubuntu1
tlp-rdw	1.6.1-1ubuntu1
tmux	3.4-1ubuntu0.1
tnftp	20230507-2build3
toilet	0.3-1.4build1
toilet-fonts	0.3-1.4build1
tpm-udev	0.6ubuntu1
trace-cmd	3.2-1ubuntu2
tracker	3.7.1-1build1
tracker-extract	3.7.1-1build1
tracker-miner-fs	3.7.1-1build1
tree	2.1.1-2ubuntu3
tumbler:amd64	4.18.1-1.1build4
tumbler-common	4.18.1-1.1build4
tzdata	2025b-0ubuntu0.24.04.1
ubuntu-advantage-desktop-daemon	1.11ubuntu0.1
ubuntu-desktop-minimal	1.539.2
ubuntu-docs	24.04.2
ubuntu-drivers-common	1:0.9.7.6ubuntu3.4
ubuntu-kernel-accessories	1.539.2
ubuntu-keyring	2023.11.28.1
ubuntu-minimal	1.539.2
ubuntu-mono	24.04-0ubuntu1
ubuntu-pro-client	36ubuntu0~24.04
ubuntu-pro-client-l10n	36ubuntu0~24.04
ubuntu-release-upgrader-core	1:24.04.27
ubuntu-release-upgrader-gtk	1:24.04.27
ubuntu-report	1.7.3ubuntu0.24.04.3
ubuntu-session	46.0-1ubuntu4
ubuntu-settings	24.04.6
ubuntu-standard	1.539.2
ubuntu-wallpapers	24.04.2
ubuntu-wallpapers-noble	24.04.2
ucf	3.0043+nmu1
udev	255.4-1ubuntu8.11
udisks2	2.10.1-6ubuntu1.3
ufw	0.36.2-6
uidmap	1:4.13+dfsg1-4ubuntu3.2
unattended-upgrades	2.9.1+nmu4ubuntu1
unzip	6.0-28ubuntu4.1
update-inetd	4.53
update-manager	1:24.04.12
update-manager-core	1:24.04.12
update-notifier	3.192.68.2
update-notifier-common	3.192.68.2
upower	1.90.3-1
usb-modeswitch	2.6.1-3ubuntu3
usb-modeswitch-data	20191128-6
usb.ids	2024.03.18-1
usbmuxd	1.1.1-5~exp3ubuntu2
usbutils	1:017-3build1
user-session-migration	0.4.1ubuntu3
util-linux	2.39.3-9ubuntu6.3
uuid-dev:amd64	2.39.3-9ubuntu6.3
uuid-runtime	2.39.3-9ubuntu6.3
uxplay	1.68.2-1build2
va-driver-all:amd64	2.20.0-2build1
vdpau-driver-all:amd64	1.5-2build1
vim	2:9.1.0016-1ubuntu7.9
vim-common	2:9.1.0016-1ubuntu7.9
vim-runtime	2:9.1.0016-1ubuntu7.9
vim-tiny	2:9.1.0016-1ubuntu7.9
visidata	3.0.2-1
vulkan-validationlayers:amd64	1.3.275.0-1
w3m	0.5.3+git20230121-2ubuntu5
w3m-img	0.5.3+git20230121-2ubuntu5
wamerican	2020.12.07-2
warp-terminal	0.2025.10.22.08.13.stable.02
waybar	0.9.24-1build3
waydroid	1.5.4
wayland-protocols	1.38-1~ubuntu0.24.04.1
wbritish	2020.12.07-2
webp-pixbuf-loader:amd64	0.2.4-2build2
webpack	5.76.1+dfsg1+~cs17.16.16-1
wget	1.21.4-1ubuntu4.1
whiptail	0.52.24-2ubuntu2
whois	5.5.22
whoopsie	0.2.77build3
whoopsie-preferences	23build3
wireless-regdb	2024.10.07-0ubuntu2~24.04.1
wireless-tools	30~pre9-16.1ubuntu2
wireplumber	0.4.17-1ubuntu4.1
wireshark	4.2.2-1.1build3
wireshark-common	4.2.2-1.1build3
wkhtmltopdf	0.12.6-2build2
wl-clipboard	2.2.1-1build1
wlogout	1.1.1-3build2
wpasupplicant	2:2.10-21ubuntu0.3
x11-apps	7.7+11build3
x11-common	1:7.7+23ubuntu3
x11-session-utils	7.7+6build2
x11-utils	7.7+6build2
x11-xkb-utils	7.7+8build2
x11-xserver-utils	7.7+10build2
x11proto-dev	2023.2-1
xarchiver	1:0.5.4.22-1build2
xauth	1:1.1.2-1build1
xbitmaps	1.1.1-2.2
xbrlapi	6.6-4ubuntu5
xcursor-themes	1.0.6-0ubuntu1
xcvt	0.1.2-1build1
xdg-dbus-proxy	0.1.5-1build2
xdg-desktop-portal	1.18.4-1ubuntu2.24.04.1
xdg-desktop-portal-gnome	46.2-0ubuntu1
xdg-desktop-portal-gtk	1.15.1-1build2
xdg-user-dirs	0.18-1build1
xdg-user-dirs-gtk	0.11-1build2
xdg-utils	1.1.3-4.1ubuntu3
xdotool	1:3.20160805.1-5build1
xfconf	4.18.1-1build3
xfonts-base	1:1.0.5+nmu1
xfonts-encodings	1:1.0.5-0ubuntu2
xfonts-scalable	1:1.0.3-1.3
xfonts-utils	1:7.7+6build3
xinit	1.4.1-0ubuntu5
xinput	1.6.4-1build1
xkb-data	2.41-2ubuntu1.1
xml-core	0.19
xorg	1:7.7+23ubuntu3
xorg-docs-core	1:1.7.1-1.2
xorg-sgml-doctools	1:1.11-1.1
xsel	1.2.1-1
xserver-common	2:21.1.12-1ubuntu1.5
xserver-xephyr	2:21.1.12-1ubuntu1.5
xserver-xorg	1:7.7+23ubuntu3
xserver-xorg-core	2:21.1.12-1ubuntu1.5
xserver-xorg-input-all	1:7.7+23ubuntu3
xserver-xorg-input-libinput	1.4.0-1ubuntu24.04.1
xserver-xorg-input-wacom	1:1.2.0-1ubuntu2
xserver-xorg-legacy	2:21.1.12-1ubuntu1.5
xserver-xorg-video-all	1:7.7+23ubuntu3
xserver-xorg-video-amdgpu	23.0.0-1build1
xserver-xorg-video-ati	1:22.0.0-1build1
xserver-xorg-video-fbdev	1:0.5.0-2build2
xserver-xorg-video-intel	2:2.99.917+git20210115-1build1
xserver-xorg-video-nouveau	1:1.0.17-2ubuntu0.1
xserver-xorg-video-nvidia-580	580.65.06-0ubuntu0.24.04.4
xserver-xorg-video-qxl	0.1.6-1build1
xserver-xorg-video-radeon	1:22.0.0-1build1
xserver-xorg-video-vesa	1:2.6.0-1ubuntu0.1
xserver-xorg-video-vmware	1:13.4.0-1build1
xtrans-dev	1.4.0-1
xwayland	2:23.2.6-1ubuntu0.7
xxd	2:9.1.0016-1ubuntu7.9
xz-utils	5.6.1+really5.4.5-1ubuntu0.2
yad	0.40.0-1build3
yaru-theme-gnome-shell	24.04.2-0ubuntu1
yaru-theme-gtk	24.04.2-0ubuntu1
yaru-theme-icon	24.04.2-0ubuntu1
yaru-theme-sound	24.04.2-0ubuntu1
yelp	42.2-1ubuntu0.24.04.1
yelp-xsl	42.1-2ubuntu0.24.04.1
yt-dlp	2024.04.09-1
zenity	4.0.1-1build3
zenity-common	4.0.1-1build3
zip	3.0-13ubuntu0.2
zlib1g:amd64	1:1.3.dfsg-3.1ubuntu2.1
zlib1g:i386	1:1.3.dfsg-3.1ubuntu2.1
zlib1g-dev:amd64	1:1.3.dfsg-3.1ubuntu2.1
zplug	2.4.2-2
zsh	5.9-6ubuntu2
zsh-common	5.9-6ubuntu2
zstd	1.5.5+dfsg2-2build1.1
